Input,Coverage,Assembler,Polisher,Id,Isolet,Organism,Genome-type,Gene-number,Pomoxis-version,Mean-accuracy,Median-accuracy,Mean-deletion,Median-deletion,Mean-insertion,Median-insertion,Mean-idenity,Median-idenity,Isolet-coverage
voltrax--30x-redbean--12.fasta,30,redbean,NA,12,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,18.54,18.54,23.27,23.27,23.29,23.29,23.29,23.29,99.733
voltrax--30x-redbean--12.fasta,30,redbean,NA,12,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--01.fasta,30,redbean,wtpoa,01,all,all,all,all,NA,16.57,24.94,20.16,25.92,20.26,30.69,25.03,inf,NA
voltrax--30x-redbean-wtpoa--01.fasta,30,redbean,wtpoa,01,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.04,24.18,20.89,24.18,29.01,40.14,32.88,inf,72.373
voltrax--30x-redbean-wtpoa--01.fasta,30,redbean,wtpoa,01,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,14.23,30.24,19.35,inf,16.98,30.24,21.83,inf,967.208
voltrax--30x-redbean-wtpoa--01.fasta,30,redbean,wtpoa,01,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--01.fasta,30,redbean,wtpoa,01,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--02.fasta,30,redbean,wtpoa,02,all,all,all,all,NA,21.48,24.90,23.29,34.89,27.36,31.58,32.18,inf,NA
voltrax--30x-redbean-wtpoa--02.fasta,30,redbean,wtpoa,02,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,22.06,26.02,22.99,26.19,30.64,43.98,34.60,inf,107.446
voltrax--30x-redbean-wtpoa--02.fasta,30,redbean,wtpoa,02,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,20.17,25.15,24.84,37.90,23.15,25.64,28.20,37.91,459.176
voltrax--30x-redbean-wtpoa--02.fasta,30,redbean,wtpoa,02,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,17.45,17.45,22.95,22.95,19.58,19.58,26.98,26.98,100.000
voltrax--30x-redbean-wtpoa--02.fasta,30,redbean,wtpoa,02,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--03.fasta,30,redbean,wtpoa,03,all,all,all,all,NA,13.04,11.91,20.63,18.84,14.13,21.40,25.49,31.95,NA
voltrax--30x-redbean-wtpoa--03.fasta,30,redbean,wtpoa,03,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,22.19,26.83,23.13,26.94,30.67,43.01,34.84,inf,108.071
voltrax--30x-redbean-wtpoa--03.fasta,30,redbean,wtpoa,03,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,8.61,9.85,17.57,17.54,9.38,12.70,21.03,20.76,939.198
voltrax--30x-redbean-wtpoa--03.fasta,30,redbean,wtpoa,03,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,61.143
voltrax--30x-redbean-wtpoa--03.fasta,30,redbean,wtpoa,03,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--04.fasta,30,redbean,wtpoa,04,all,all,all,all,NA,17.20,29.74,20.48,30.83,21.13,33.25,26.00,inf,NA
voltrax--30x-redbean-wtpoa--04.fasta,30,redbean,wtpoa,04,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.09,29.74,22.02,30.83,29.67,inf,33.65,inf,80.009
voltrax--30x-redbean-wtpoa--04.fasta,30,redbean,wtpoa,04,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,13.79,15.94,18.39,21.43,16.75,18.50,21.73,23.51,685.971
voltrax--30x-redbean-wtpoa--04.fasta,30,redbean,wtpoa,04,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--04.fasta,30,redbean,wtpoa,04,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--05.fasta,30,redbean,wtpoa,05,all,all,all,all,NA,17.20,29.18,20.12,33.95,21.63,31.69,25.91,inf,NA
voltrax--30x-redbean-wtpoa--05.fasta,30,redbean,wtpoa,05,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.44,27.08,21.34,27.19,29.25,50.54,32.76,inf,70.418
voltrax--30x-redbean-wtpoa--05.fasta,30,redbean,wtpoa,05,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,14.88,30.01,19.17,36.96,17.98,30.99,23.19,inf,716.806
voltrax--30x-redbean-wtpoa--05.fasta,30,redbean,wtpoa,05,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,11.43,11.43,14.36,14.36,17.95,17.95,16.70,16.70,100.000
voltrax--30x-redbean-wtpoa--05.fasta,30,redbean,wtpoa,05,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--06.fasta,30,redbean,wtpoa,06,all,all,all,all,NA,18.26,24.23,19.00,26.40,28.26,30.52,30.49,inf,NA
voltrax--30x-redbean-wtpoa--06.fasta,30,redbean,wtpoa,06,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,16.77,11.13,17.42,12.66,27.62,27.54,28.99,29.55,38.922
voltrax--30x-redbean-wtpoa--06.fasta,30,redbean,wtpoa,06,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,29.43,33.25,inf,inf,29.68,33.25,41.99,inf,249.250
voltrax--30x-redbean-wtpoa--06.fasta,30,redbean,wtpoa,06,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,34.76,34.76,inf,inf,34.76,34.76,inf,inf,100.000
voltrax--30x-redbean-wtpoa--06.fasta,30,redbean,wtpoa,06,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--07.fasta,30,redbean,wtpoa,07,all,all,all,all,NA,14.95,11.45,19.50,17.10,17.36,23.44,25.71,26.63,NA
voltrax--30x-redbean-wtpoa--07.fasta,30,redbean,wtpoa,07,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.57,12.27,21.39,14.27,29.65,30.87,33.52,inf,83.785
voltrax--30x-redbean-wtpoa--07.fasta,30,redbean,wtpoa,07,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,10.76,10.74,16.84,17.30,12.41,13.55,21.11,21.31,643.948
voltrax--30x-redbean-wtpoa--07.fasta,30,redbean,wtpoa,07,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--07.fasta,30,redbean,wtpoa,07,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--08.fasta,30,redbean,wtpoa,08,all,all,all,all,NA,18.28,23.39,21.30,23.61,23.03,28.03,25.94,inf,NA
voltrax--30x-redbean-wtpoa--08.fasta,30,redbean,wtpoa,08,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.70,23.39,22.67,23.39,30.05,40.01,34.21,inf,91.069
voltrax--30x-redbean-wtpoa--08.fasta,30,redbean,wtpoa,08,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,14.31,21.41,18.79,23.61,17.99,25.39,20.72,inf,586.697
voltrax--30x-redbean-wtpoa--08.fasta,30,redbean,wtpoa,08,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,25.42,25.42,inf,inf,26.39,26.39,32.41,32.41,58.169
voltrax--30x-redbean-wtpoa--08.fasta,30,redbean,wtpoa,08,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--09.fasta,30,redbean,wtpoa,09,all,all,all,all,NA,13.12,11.56,17.92,18.72,15.27,22.76,24.46,24.84,NA
voltrax--30x-redbean-wtpoa--09.fasta,30,redbean,wtpoa,09,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.15,32.13,18.69,33.83,30.08,inf,30.80,inf,72.140
voltrax--30x-redbean-wtpoa--09.fasta,30,redbean,wtpoa,09,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,9.99,10.84,16.71,17.01,11.34,12.54,21.07,22.56,853.874
voltrax--30x-redbean-wtpoa--09.fasta,30,redbean,wtpoa,09,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,34.76,34.76,inf,inf,34.76,34.76,inf,inf,100.000
voltrax--30x-redbean-wtpoa--09.fasta,30,redbean,wtpoa,09,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--10.fasta,30,redbean,wtpoa,10,all,all,all,all,NA,21.77,29.19,22.99,30.40,29.48,38.93,32.96,inf,NA
voltrax--30x-redbean-wtpoa--10.fasta,30,redbean,wtpoa,10,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.28,30.34,22.22,30.80,29.80,inf,33.73,inf,81.544
voltrax--30x-redbean-wtpoa--10.fasta,30,redbean,wtpoa,10,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,24.57,25.79,29.12,29.97,28.42,31.51,30.81,37.67,361.638
voltrax--30x-redbean-wtpoa--10.fasta,30,redbean,wtpoa,10,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--10.fasta,30,redbean,wtpoa,10,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--11.fasta,30,redbean,wtpoa,11,all,all,all,all,NA,15.50,25.36,20.98,26.73,17.32,28.64,27.25,inf,NA
voltrax--30x-redbean-wtpoa--11.fasta,30,redbean,wtpoa,11,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.35,26.51,21.33,26.73,28.64,40.13,32.89,inf,67.141
voltrax--30x-redbean-wtpoa--11.fasta,30,redbean,wtpoa,11,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,11.59,15.75,20.27,21.37,12.52,19.41,23.12,29.24,534.101
voltrax--30x-redbean-wtpoa--11.fasta,30,redbean,wtpoa,11,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--11.fasta,30,redbean,wtpoa,11,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa--12.fasta,30,redbean,wtpoa,12,all,all,all,all,NA,20.90,31.77,23.43,inf,25.38,41.18,31.44,inf,NA
voltrax--30x-redbean-wtpoa--12.fasta,30,redbean,wtpoa,12,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,22.45,31.56,23.38,32.23,31.00,inf,35.07,inf,105.213
voltrax--30x-redbean-wtpoa--12.fasta,30,redbean,wtpoa,12,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,18.18,31.20,23.29,inf,20.59,31.20,27.31,inf,679.438
voltrax--30x-redbean-wtpoa--12.fasta,30,redbean,wtpoa,12,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,96.258
voltrax--30x-redbean-wtpoa--12.fasta,30,redbean,wtpoa,12,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--01-polished.fasta,30,redbean,wtpoa-medaka,01,all,all,all,all,NA,18.75,22.70,21.37,26.21,23.63,29.47,27.54,inf,NA
voltrax--30x-redbean-wtpoa-medaka--01-polished.fasta,30,redbean,wtpoa-medaka,01,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.86,12.70,20.88,24.18,27.87,inf,32.67,inf,72.331
voltrax--30x-redbean-wtpoa-medaka--01-polished.fasta,30,redbean,wtpoa-medaka,01,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,17.27,24.52,22.42,28.30,20.36,27.31,24.03,37.01,698.296
voltrax--30x-redbean-wtpoa-medaka--01-polished.fasta,30,redbean,wtpoa-medaka,01,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--01-polished.fasta,30,redbean,wtpoa-medaka,01,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--02-polished.fasta,30,redbean,wtpoa-medaka,02,all,all,all,all,NA,19.60,14.01,22.35,22.95,23.45,28.59,31.71,40.59,NA
voltrax--30x-redbean-wtpoa-medaka--02-polished.fasta,30,redbean,wtpoa-medaka,02,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.87,13.07,22.42,15.56,26.83,34.07,34.10,inf,107.414
voltrax--30x-redbean-wtpoa-medaka--02-polished.fasta,30,redbean,wtpoa-medaka,02,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,17.03,25.26,26.14,inf,17.93,25.26,28.75,37.58,402.620
voltrax--30x-redbean-wtpoa-medaka--02-polished.fasta,30,redbean,wtpoa-medaka,02,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,13.42,13.42,14.26,14.26,26.98,26.98,21.97,21.97,100.000
voltrax--30x-redbean-wtpoa-medaka--02-polished.fasta,30,redbean,wtpoa-medaka,02,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--03-polished.fasta,30,redbean,wtpoa-medaka,03,all,all,all,all,NA,13.86,15.87,21.99,25.54,14.67,22.48,30.37,47.01,NA
voltrax--30x-redbean-wtpoa-medaka--03-polished.fasta,30,redbean,wtpoa-medaka,03,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.82,23.24,22.27,25.69,23.78,inf,34.62,inf,107.999
voltrax--30x-redbean-wtpoa-medaka--03-polished.fasta,30,redbean,wtpoa-medaka,03,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,8.13,10.19,20.75,21.07,8.41,11.88,25.18,24.17,519.552
voltrax--30x-redbean-wtpoa-medaka--03-polished.fasta,30,redbean,wtpoa-medaka,03,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,60.976
voltrax--30x-redbean-wtpoa-medaka--03-polished.fasta,30,redbean,wtpoa-medaka,03,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--04-polished.fasta,30,redbean,wtpoa-medaka,04,all,all,all,all,NA,17.99,21.58,21.51,29.57,21.72,inf,26.62,28.90,NA
voltrax--30x-redbean-wtpoa-medaka--04-polished.fasta,30,redbean,wtpoa-medaka,04,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.48,23.39,21.81,23.39,27.40,inf,32.54,inf,79.901
voltrax--30x-redbean-wtpoa-medaka--04-polished.fasta,30,redbean,wtpoa-medaka,04,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,14.58,18.49,20.75,30.31,16.95,19.82,21.79,24.21,504.781
voltrax--30x-redbean-wtpoa-medaka--04-polished.fasta,30,redbean,wtpoa-medaka,04,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--04-polished.fasta,30,redbean,wtpoa-medaka,04,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--05-polished.fasta,30,redbean,wtpoa-medaka,05,all,all,all,all,NA,17.39,17.58,21.69,24.28,19.75,27.17,30.21,inf,NA
voltrax--30x-redbean-wtpoa-medaka--05-polished.fasta,30,redbean,wtpoa-medaka,05,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.68,24.18,21.24,24.18,25.63,40.11,32.54,inf,70.168
voltrax--30x-redbean-wtpoa-medaka--05-polished.fasta,30,redbean,wtpoa-medaka,05,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,14.65,17.58,25.69,25.91,15.19,25.21,28.34,33.83,506.328
voltrax--30x-redbean-wtpoa-medaka--05-polished.fasta,30,redbean,wtpoa-medaka,05,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,14.14,14.14,15.16,15.16,25.73,25.73,22.46,22.46,100.000
voltrax--30x-redbean-wtpoa-medaka--05-polished.fasta,30,redbean,wtpoa-medaka,05,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--06-polished.fasta,30,redbean,wtpoa-medaka,06,all,all,all,all,NA,19.97,17.06,21.84,22.82,25.64,inf,30.95,inf,NA
voltrax--30x-redbean-wtpoa-medaka--06-polished.fasta,30,redbean,wtpoa-medaka,06,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.51,12.81,20.48,15.30,28.39,inf,30.85,inf,37.608
voltrax--30x-redbean-wtpoa-medaka--06-polished.fasta,30,redbean,wtpoa-medaka,06,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,20.49,inf,28.81,inf,21.72,inf,30.39,inf,241.660
voltrax--30x-redbean-wtpoa-medaka--06-polished.fasta,30,redbean,wtpoa-medaka,06,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--30x-redbean-wtpoa-medaka--06-polished.fasta,30,redbean,wtpoa-medaka,06,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--07-polished.fasta,30,redbean,wtpoa-medaka,07,all,all,all,all,NA,15.42,12.03,20.77,18.66,17.24,28.16,27.90,inf,NA
voltrax--30x-redbean-wtpoa-medaka--07-polished.fasta,30,redbean,wtpoa-medaka,07,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.63,12.27,21.37,14.27,30.40,31.13,33.52,inf,83.785
voltrax--30x-redbean-wtpoa-medaka--07-polished.fasta,30,redbean,wtpoa-medaka,07,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,9.68,9.99,18.84,28.07,10.45,11.22,22.02,25.50,366.846
voltrax--30x-redbean-wtpoa-medaka--07-polished.fasta,30,redbean,wtpoa-medaka,07,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--07-polished.fasta,30,redbean,wtpoa-medaka,07,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--08-polished.fasta,30,redbean,wtpoa-medaka,08,all,all,all,all,NA,15.87,13.40,21.09,20.99,17.93,20.43,26.59,27.75,NA
voltrax--30x-redbean-wtpoa-medaka--08-polished.fasta,30,redbean,wtpoa-medaka,08,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.61,16.12,22.48,18.66,30.56,inf,34.21,inf,91.071
voltrax--30x-redbean-wtpoa-medaka--08-polished.fasta,30,redbean,wtpoa-medaka,08,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,10.91,9.85,18.37,20.28,12.16,11.53,21.45,23.48,549.156
voltrax--30x-redbean-wtpoa-medaka--08-polished.fasta,30,redbean,wtpoa-medaka,08,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,20.12,20.12,26.37,26.37,inf,inf,21.25,21.25,57.902
voltrax--30x-redbean-wtpoa-medaka--08-polished.fasta,30,redbean,wtpoa-medaka,08,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--09-polished.fasta,30,redbean,wtpoa-medaka,09,all,all,all,all,NA,14.38,12.05,18.63,20.64,16.93,47.44,25.50,25.56,NA
voltrax--30x-redbean-wtpoa-medaka--09-polished.fasta,30,redbean,wtpoa-medaka,09,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.17,33.83,18.67,34.02,30.67,inf,30.80,inf,72.137
voltrax--30x-redbean-wtpoa-medaka--09-polished.fasta,30,redbean,wtpoa-medaka,09,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,10.41,10.60,18.12,17.08,11.58,12.19,21.01,20.62,513.429
voltrax--30x-redbean-wtpoa-medaka--09-polished.fasta,30,redbean,wtpoa-medaka,09,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--30x-redbean-wtpoa-medaka--09-polished.fasta,30,redbean,wtpoa-medaka,09,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--10-polished.fasta,30,redbean,wtpoa-medaka,10,all,all,all,all,NA,20.18,24.24,22.79,26.89,24.18,31.81,32.58,inf,NA
voltrax--30x-redbean-wtpoa-medaka--10-polished.fasta,30,redbean,wtpoa-medaka,10,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.28,27.71,22.18,27.71,30.08,inf,33.68,inf,80.645
voltrax--30x-redbean-wtpoa-medaka--10-polished.fasta,30,redbean,wtpoa-medaka,10,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,17.37,17.51,27.00,26.20,18.15,19.75,29.78,28.81,345.163
voltrax--30x-redbean-wtpoa-medaka--10-polished.fasta,30,redbean,wtpoa-medaka,10,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--10-polished.fasta,30,redbean,wtpoa-medaka,10,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--11-polished.fasta,30,redbean,wtpoa-medaka,11,all,all,all,all,NA,14.21,14.23,20.81,24.18,15.42,22.51,28.98,36.56,NA
voltrax--30x-redbean-wtpoa-medaka--11-polished.fasta,30,redbean,wtpoa-medaka,11,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.25,19.71,20.47,23.45,22.71,25.85,31.69,39.57,67.134
voltrax--30x-redbean-wtpoa-medaka--11-polished.fasta,30,redbean,wtpoa-medaka,11,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,9.57,12.30,22.26,26.00,9.91,12.55,25.06,29.70,369.623
voltrax--30x-redbean-wtpoa-medaka--11-polished.fasta,30,redbean,wtpoa-medaka,11,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--11-polished.fasta,30,redbean,wtpoa-medaka,11,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--30x-redbean-wtpoa-medaka--12-polished.fasta,30,redbean,wtpoa-medaka,12,all,all,all,all,NA,17.62,17.55,22.20,27.39,19.92,34.89,29.39,29.94,NA
voltrax--30x-redbean-wtpoa-medaka--12-polished.fasta,30,redbean,wtpoa-medaka,12,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.33,14.65,21.07,19.45,22.35,52.78,29.46,26.99,105.973
voltrax--30x-redbean-wtpoa-medaka--12-polished.fasta,30,redbean,wtpoa-medaka,12,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,15.78,26.26,32.12,inf,16.04,30.24,30.21,35.01,579.596
voltrax--30x-redbean-wtpoa-medaka--12-polished.fasta,30,redbean,wtpoa-medaka,12,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,22.23,22.23,27.77,27.77,inf,inf,23.62,23.62,100.000
voltrax--30x-redbean-wtpoa-medaka--12-polished.fasta,30,redbean,wtpoa-medaka,12,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--50x-flye-medaka--01-polished.fasta,50,flye,medaka,01,all,all,all,all,NA,19.08,40.00,19.64,inf,30.36,inf,32.23,inf,NA
voltrax--50x-flye-medaka--01-polished.fasta,50,flye,medaka,01,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.62,26.18,19.18,26.19,29.90,inf,31.77,inf,94.202
voltrax--50x-flye-medaka--01-polished.fasta,50,flye,medaka,01,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--50x-flye-medaka--01-polished.fasta,50,flye,medaka,01,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--50x-flye-medaka--01-polished.fasta,50,flye,medaka,01,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--50x-flye-medaka--02-polished.fasta,50,flye,medaka,02,all,all,all,all,NA,18.28,26.40,18.87,26.40,29.59,inf,30.87,inf,NA
