Input,Coverage,Assembler,Polisher,Id,Isolet,Organism,Genome-type,Gene-number,Pomoxis-version,Mean-accuracy,Median-accuracy,Mean-deletion,Median-deletion,Mean-insertion,Median-insertion,Mean-idenity,Median-idenity,Isolet-coverage
voltrax--10x-flye-medaka--01-polished.fasta,10,flye,medaka,01,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye-medaka--02-polished.fasta,10,flye,medaka,02,all,all,all,all,NA,18.59,23.39,19.21,27.28,29.95,inf,30.76,inf,NA
voltrax--10x-flye-medaka--02-polished.fasta,10,flye,medaka,02,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.29,23.39,18.86,23.39,29.59,inf,31.33,inf,87.650
voltrax--10x-flye-medaka--02-polished.fasta,10,flye,medaka,02,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--10x-flye-medaka--02-polished.fasta,10,flye,medaka,02,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,20.11,20.11,27.28,27.28,inf,inf,21.00,21.00,71.467
voltrax--10x-flye-medaka--02-polished.fasta,10,flye,medaka,02,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye-medaka--03-polished.fasta,10,flye,medaka,03,all,all,all,all,NA,18.71,25.84,19.49,30.91,29.37,inf,29.64,36.53,NA
voltrax--10x-flye-medaka--03-polished.fasta,10,flye,medaka,03,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.37,25.84,19.12,26.48,29.04,inf,29.63,36.53,85.962
voltrax--10x-flye-medaka--03-polished.fasta,10,flye,medaka,03,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,38.02,38.02,inf,inf,38.02,38.02,inf,inf,100.000
voltrax--10x-flye-medaka--03-polished.fasta,10,flye,medaka,03,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,22.89,22.89,30.27,30.27,inf,inf,23.74,23.74,71.166
voltrax--10x-flye-medaka--03-polished.fasta,10,flye,medaka,03,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye-medaka--04-polished.fasta,10,flye,medaka,04,all,all,all,all,NA,19.98,26.60,20.64,33.84,30.85,inf,32.10,inf,NA
voltrax--10x-flye-medaka--04-polished.fasta,10,flye,medaka,04,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.79,26.60,20.42,26.89,30.63,inf,32.51,inf,113.456
voltrax--10x-flye-medaka--04-polished.fasta,10,flye,medaka,04,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,75.099
voltrax--10x-flye-medaka--04-polished.fasta,10,flye,medaka,04,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,21.86,21.86,32.62,32.62,inf,inf,22.21,22.21,61.109
voltrax--10x-flye-medaka--04-polished.fasta,10,flye,medaka,04,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye-medaka--05-polished.fasta,10,flye,medaka,05,all,all,all,all,NA,19.11,33.32,19.75,34.53,30.13,inf,31.37,inf,NA
voltrax--10x-flye-medaka--05-polished.fasta,10,flye,medaka,05,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.82,33.32,19.44,34.53,29.80,inf,31.52,inf,90.250
voltrax--10x-flye-medaka--05-polished.fasta,10,flye,medaka,05,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,38.02,38.02,inf,inf,38.02,38.02,inf,inf,100.000
voltrax--10x-flye-medaka--05-polished.fasta,10,flye,medaka,05,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,20.29,20.29,22.21,22.21,inf,inf,24.71,24.71,88.941
voltrax--10x-flye-medaka--05-polished.fasta,10,flye,medaka,05,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye-medaka--06-polished.fasta,10,flye,medaka,06,all,all,all,all,NA,18.64,24.93,19.29,25.91,29.42,inf,31.01,inf,NA
voltrax--10x-flye-medaka--06-polished.fasta,10,flye,medaka,06,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.25,22.45,18.90,22.85,29.02,46.12,30.78,inf,80.446
voltrax--10x-flye-medaka--06-polished.fasta,10,flye,medaka,06,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--10x-flye-medaka--06-polished.fasta,10,flye,medaka,06,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,25.82,25.82,28.83,28.83,inf,inf,28.83,28.83,76.545
voltrax--10x-flye-medaka--06-polished.fasta,10,flye,medaka,06,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye-medaka--07-polished.fasta,10,flye,medaka,07,all,all,all,all,NA,19.06,28.89,19.62,30.90,30.39,inf,32.09,inf,NA
voltrax--10x-flye-medaka--07-polished.fasta,10,flye,medaka,07,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.74,26.17,19.30,26.20,30.06,inf,31.88,inf,96.764
voltrax--10x-flye-medaka--07-polished.fasta,10,flye,medaka,07,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--10x-flye-medaka--07-polished.fasta,10,flye,medaka,07,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,26.31,26.31,28.53,28.53,inf,inf,30.29,30.29,71.400
voltrax--10x-flye-medaka--07-polished.fasta,10,flye,medaka,07,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye-medaka--08-polished.fasta,10,flye,medaka,08,all,all,all,all,NA,20.02,37.63,20.68,inf,31.08,inf,31.95,inf,NA
voltrax--10x-flye-medaka--08-polished.fasta,10,flye,medaka,08,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.79,37.63,20.41,inf,30.77,inf,32.31,inf,112.866
voltrax--10x-flye-medaka--08-polished.fasta,10,flye,medaka,08,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--10x-flye-medaka--08-polished.fasta,10,flye,medaka,08,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,20.75,20.75,23.94,23.94,inf,inf,23.56,23.56,91.012
voltrax--10x-flye-medaka--08-polished.fasta,10,flye,medaka,08,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye-medaka--09-polished.fasta,10,flye,medaka,09,all,all,all,all,NA,18.72,25.23,19.36,inf,29.77,inf,30.98,inf,NA
voltrax--10x-flye-medaka--09-polished.fasta,10,flye,medaka,09,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.39,25.23,19.00,26.38,29.40,inf,31.12,inf,84.783
voltrax--10x-flye-medaka--09-polished.fasta,10,flye,medaka,09,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,81.127
voltrax--10x-flye-medaka--09-polished.fasta,10,flye,medaka,09,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,25.23,25.23,inf,inf,inf,inf,25.22,25.22,100.000
voltrax--10x-flye-medaka--09-polished.fasta,10,flye,medaka,09,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye-medaka--10-polished.fasta,10,flye,medaka,10,all,all,all,all,NA,18.76,30.04,19.40,30.71,29.94,inf,30.77,inf,NA
voltrax--10x-flye-medaka--10-polished.fasta,10,flye,medaka,10,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.43,30.04,19.05,30.71,29.56,inf,30.70,inf,85.494
voltrax--10x-flye-medaka--10-polished.fasta,10,flye,medaka,10,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--10x-flye-medaka--10-polished.fasta,10,flye,medaka,10,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,21.96,21.96,24.38,24.38,inf,inf,25.63,25.63,73.271
voltrax--10x-flye-medaka--10-polished.fasta,10,flye,medaka,10,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye-medaka--11-polished.fasta,10,flye,medaka,11,all,all,all,all,NA,17.20,25.92,18.76,27.19,29.16,inf,23.35,inf,NA
voltrax--10x-flye-medaka--11-polished.fasta,10,flye,medaka,11,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.03,25.92,18.63,27.19,29.03,inf,30.81,inf,73.477
voltrax--10x-flye-medaka--11-polished.fasta,10,flye,medaka,11,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,98.390
voltrax--10x-flye-medaka--11-polished.fasta,10,flye,medaka,11,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,7.22,7.22,13.93,13.93,24.36,24.36,7.45,7.45,86.282
voltrax--10x-flye-medaka--11-polished.fasta,10,flye,medaka,11,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye-medaka--12-polished.fasta,10,flye,medaka,12,all,all,all,all,NA,19.51,28.86,20.53,36.38,27.45,inf,32.45,inf,NA
voltrax--10x-flye-medaka--12-polished.fasta,10,flye,medaka,12,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.92,28.86,20.53,36.38,30.92,inf,32.66,inf,115.774
voltrax--10x-flye-medaka--12-polished.fasta,10,flye,medaka,12,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,38.02,38.02,inf,inf,38.02,38.02,inf,inf,100.000
voltrax--10x-flye-medaka--12-polished.fasta,10,flye,medaka,12,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,9.18,9.18,13.78,13.78,11.06,11.06,23.49,23.49,59.739
voltrax--10x-flye-medaka--12-polished.fasta,10,flye,medaka,12,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye--01.fasta,10,flye,NA,01,all,all,all,all,NA,19.17,35.69,19.78,37.69,30.27,inf,31.74,inf,NA
voltrax--10x-flye--01.fasta,10,flye,NA,01,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.78,26.72,19.39,26.82,29.88,inf,31.35,inf,89.273
voltrax--10x-flye--01.fasta,10,flye,NA,01,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,99.921
voltrax--10x-flye--01.fasta,10,flye,NA,01,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--10x-flye--01.fasta,10,flye,NA,01,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye--02.fasta,10,flye,NA,02,all,all,all,all,NA,18.60,24.30,19.20,27.69,29.92,inf,31.09,inf,NA
voltrax--10x-flye--02.fasta,10,flye,NA,02,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.29,23.39,18.87,23.39,29.59,inf,31.03,inf,87.668
voltrax--10x-flye--02.fasta,10,flye,NA,02,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--10x-flye--02.fasta,10,flye,NA,02,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,24.30,24.30,inf,inf,inf,inf,24.29,24.29,44.838
voltrax--10x-flye--02.fasta,10,flye,NA,02,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye--03.fasta,10,flye,NA,03,all,all,all,all,NA,18.36,24.18,19.44,24.29,28.95,inf,27.05,inf,NA
voltrax--10x-flye--03.fasta,10,flye,NA,03,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.29,24.18,19.12,24.18,28.64,inf,29.07,inf,85.756
voltrax--10x-flye--03.fasta,10,flye,NA,03,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,38.02,38.02,inf,inf,38.02,38.02,inf,inf,100.000
voltrax--10x-flye--03.fasta,10,flye,NA,03,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,12.05,12.05,24.29,24.29,inf,inf,12.03,12.03,44.838
voltrax--10x-flye--03.fasta,10,flye,NA,03,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye--04.fasta,10,flye,NA,04,all,all,all,all,NA,20.03,31.55,20.64,35.77,31.14,inf,32.61,inf,NA
voltrax--10x-flye--04.fasta,10,flye,NA,04,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.81,26.85,20.42,26.89,30.92,inf,32.51,inf,113.456
voltrax--10x-flye--04.fasta,10,flye,NA,04,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,75.241
voltrax--10x-flye--04.fasta,10,flye,NA,04,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,29.63,29.63,inf,inf,inf,inf,29.62,29.62,61.276
voltrax--10x-flye--04.fasta,10,flye,NA,04,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye--05.fasta,10,flye,NA,05,all,all,all,all,NA,19.12,33.59,19.81,34.71,30.22,inf,30.57,inf,NA
voltrax--10x-flye--05.fasta,10,flye,NA,05,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.83,33.59,19.44,34.71,29.84,inf,31.52,inf,90.279
voltrax--10x-flye--05.fasta,10,flye,NA,05,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,38.02,38.02,38.02,38.02,inf,inf,inf,inf,100.000
voltrax--10x-flye--05.fasta,10,flye,NA,05,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,20.14,20.14,34.25,34.25,inf,inf,20.27,20.27,88.941
voltrax--10x-flye--05.fasta,10,flye,NA,05,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye--06.fasta,10,flye,NA,06,all,all,all,all,NA,18.36,22.88,19.08,24.93,29.30,39.53,29.66,inf,NA
voltrax--10x-flye--06.fasta,10,flye,NA,06,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.28,22.88,18.93,24.93,29.06,44.87,30.78,inf,80.518
voltrax--10x-flye--06.fasta,10,flye,NA,06,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,35.01,35.01,inf,inf,38.02,38.02,38.02,38.02,100.000
voltrax--10x-flye--06.fasta,10,flye,NA,06,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,13.51,13.51,15.19,15.19,28.68,28.68,18.68,18.68,100.000
voltrax--10x-flye--06.fasta,10,flye,NA,06,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye--07.fasta,10,flye,NA,07,all,all,all,all,NA,18.85,26.17,19.53,26.20,30.43,inf,29.95,inf,NA
voltrax--10x-flye--07.fasta,10,flye,NA,07,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.73,26.17,19.30,26.20,30.10,inf,31.70,inf,96.764
voltrax--10x-flye--07.fasta,10,flye,NA,07,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--10x-flye--07.fasta,10,flye,NA,07,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,14.50,14.50,18.70,18.70,inf,inf,16.42,16.42,87.049
voltrax--10x-flye--07.fasta,10,flye,NA,07,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye--08.fasta,10,flye,NA,08,all,all,all,all,NA,19.68,37.63,20.60,inf,31.08,inf,28.89,inf,NA
voltrax--10x-flye--08.fasta,10,flye,NA,08,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.79,37.63,20.42,inf,30.77,inf,32.25,inf,112.896
voltrax--10x-flye--08.fasta,10,flye,NA,08,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--10x-flye--08.fasta,10,flye,NA,08,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,13.34,13.34,19.18,19.18,inf,inf,14.45,14.45,91.213
voltrax--10x-flye--08.fasta,10,flye,NA,08,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye--09.fasta,10,flye,NA,09,all,all,all,all,NA,18.54,25.65,19.36,30.12,29.61,inf,28.73,inf,NA
voltrax--10x-flye--09.fasta,10,flye,NA,09,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.41,26.58,19.01,27.45,29.57,inf,30.95,inf,84.783
voltrax--10x-flye--09.fasta,10,flye,NA,09,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,25.65,25.65,30.12,30.12,28.08,28.08,37.11,37.11,81.158
voltrax--10x-flye--09.fasta,10,flye,NA,09,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,17.07,17.07,inf,inf,inf,inf,16.98,16.98,100.000
voltrax--10x-flye--09.fasta,10,flye,NA,09,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye--10.fasta,10,flye,NA,10,all,all,all,all,NA,18.77,30.21,19.41,30.71,29.94,inf,30.82,inf,NA
voltrax--10x-flye--10.fasta,10,flye,NA,10,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.44,30.21,19.05,30.71,29.56,inf,31.04,inf,85.504
voltrax--10x-flye--10.fasta,10,flye,NA,10,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--10x-flye--10.fasta,10,flye,NA,10,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,21.39,21.39,26.42,26.42,inf,inf,23.00,23.00,73.271
voltrax--10x-flye--10.fasta,10,flye,NA,10,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye--11.fasta,10,flye,NA,11,all,all,all,all,NA,18.19,25.92,19.02,27.19,29.45,inf,28.19,inf,NA
voltrax--10x-flye--11.fasta,10,flye,NA,11,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.02,25.92,18.63,27.19,29.03,inf,30.75,inf,73.482
voltrax--10x-flye--11.fasta,10,flye,NA,11,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,98.390
voltrax--10x-flye--11.fasta,10,flye,NA,11,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,14.17,14.17,23.28,23.28,inf,inf,14.57,14.57,86.507
voltrax--10x-flye--11.fasta,10,flye,NA,11,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-flye--12.fasta,10,flye,NA,12,all,all,all,all,NA,20.05,35.23,20.73,36.38,31.18,inf,31.63,inf,NA
voltrax--10x-flye--12.fasta,10,flye,NA,12,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.91,35.23,20.53,36.38,30.92,inf,32.48,inf,115.777
voltrax--10x-flye--12.fasta,10,flye,NA,12,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,38.02,38.02,inf,inf,inf,inf,38.02,38.02,100.000
voltrax--10x-flye--12.fasta,10,flye,NA,12,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,16.56,16.56,20.35,20.35,inf,inf,18.81,18.81,68.547
voltrax--10x-flye--12.fasta,10,flye,NA,12,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--01-polished.fasta,10,raven,medaka,01,all,all,all,all,NA,19.34,39.60,19.81,47.38,33.19,inf,31.43,inf,NA
voltrax--10x-raven-medaka--01-polished.fasta,10,raven,medaka,01,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.34,39.60,19.81,47.38,33.19,inf,31.43,inf,68.217
voltrax--10x-raven-medaka--01-polished.fasta,10,raven,medaka,01,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--01-polished.fasta,10,raven,medaka,01,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--01-polished.fasta,10,raven,medaka,01,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--02-polished.fasta,10,raven,medaka,02,all,all,all,all,NA,20.71,23.39,21.48,inf,30.22,inf,33.49,inf,NA
voltrax--10x-raven-medaka--02-polished.fasta,10,raven,medaka,02,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.71,23.39,21.48,inf,30.22,inf,33.49,inf,66.936
voltrax--10x-raven-medaka--02-polished.fasta,10,raven,medaka,02,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--02-polished.fasta,10,raven,medaka,02,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--02-polished.fasta,10,raven,medaka,02,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--03-polished.fasta,10,raven,medaka,03,all,all,all,all,NA,20.98,28.86,21.75,32.39,30.87,inf,33.02,inf,NA
voltrax--10x-raven-medaka--03-polished.fasta,10,raven,medaka,03,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.98,28.86,21.75,32.39,30.87,inf,33.02,inf,107.622
voltrax--10x-raven-medaka--03-polished.fasta,10,raven,medaka,03,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--03-polished.fasta,10,raven,medaka,03,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--03-polished.fasta,10,raven,medaka,03,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--04-polished.fasta,10,raven,medaka,04,all,all,all,all,NA,19.67,33.39,20.39,34.83,30.81,inf,30.81,inf,NA
voltrax--10x-raven-medaka--04-polished.fasta,10,raven,medaka,04,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.67,33.39,20.39,34.83,30.81,inf,30.81,inf,85.355
voltrax--10x-raven-medaka--04-polished.fasta,10,raven,medaka,04,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--04-polished.fasta,10,raven,medaka,04,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--04-polished.fasta,10,raven,medaka,04,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--05-polished.fasta,10,raven,medaka,05,all,all,all,all,NA,21.36,inf,21.92,inf,33.81,inf,33.28,inf,NA
voltrax--10x-raven-medaka--05-polished.fasta,10,raven,medaka,05,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.15,37.32,21.70,inf,33.60,inf,33.06,inf,95.688
voltrax--10x-raven-medaka--05-polished.fasta,10,raven,medaka,05,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,83.683
voltrax--10x-raven-medaka--05-polished.fasta,10,raven,medaka,05,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--05-polished.fasta,10,raven,medaka,05,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--10x-raven-medaka--06-polished.fasta,10,raven,medaka,06,all,all,all,all,NA,22.43,26.05,23.59,38.00,29.48,45.78,36.58,inf,NA
voltrax--10x-raven-medaka--06-polished.fasta,10,raven,medaka,06,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,22.17,23.39,23.33,34.99,29.22,42.77,36.32,inf,89.685
voltrax--10x-raven-medaka--06-polished.fasta,10,raven,medaka,06,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,95.077
